Date,nPeople
2021-12-01 14:04:00,1
2021-12-01 14:05:00,2
2021-12-01 14:06:00,3
2021-12-01 14:16:00,4
2021-12-01 14:17:00,3
2021-12-01 14:33:00,3
2021-12-01 14:34:00,4
2021-12-01 14:41:00,5
2021-12-01 14:42:00,6
2021-12-01 14:43:00,5
2021-12-01 14:45:00,6
2021-12-01 14:46:00,8
2021-12-01 14:48:00,9
2021-12-01 14:49:00,11
2021-12-01 14:51:00,12
2021-12-01 14:52:00,15
2021-12-01 14:53:00,15
2021-12-01 14:54:00,17
2021-12-01 14:55:00,18
2021-12-01 14:56:00,19
2021-12-01 14:57:00,24
2021-12-01 14:58:00,25
2021-12-01 14:59:00,29
2021-12-01 15:00:00,38
2021-12-01 15:01:00,45
2021-12-01 15:02:00,50
2021-12-01 15:03:00,54
2021-12-01 15:04:00,58
2021-12-01 15:05:00,56
2021-12-01 15:06:00,56
2021-12-01 15:07:00,56
2021-12-01 15:08:00,57
2021-12-01 15:09:00,57
2021-12-01 15:10:00,59
2021-12-01 15:11:00,61
2021-12-01 15:15:00,64
2021-12-01 15:16:00,65
2021-12-01 15:17:00,66
2021-12-01 15:23:00,65
2021-12-01 15:24:00,66
2021-12-01 15:27:00,65
2021-12-01 15:28:00,66
2021-12-01 15:29:00,65
2021-12-01 15:30:00,68
2021-12-01 15:31:00,67
2021-12-01 15:32:00,67
2021-12-01 15:33:00,70
2021-12-01 15:34:00,73
2021-12-01 15:35:00,74
2021-12-01 15:36:00,76
2021-12-01 15:37:00,75
2021-12-01 15:39:00,76
2021-12-01 15:40:00,77
2021-12-01 15:42:00,77
2021-12-01 15:43:00,77
2021-12-01 15:45:00,77
2021-12-01 15:47:00,78
2021-12-01 15:48:00,78
2021-12-01 15:50:00,78
2021-12-01 15:53:00,77
2021-12-01 15:54:00,78
2021-12-01 15:55:00,78
2021-12-01 15:57:00,80
2021-12-01 15:59:00,79
2021-12-01 16:00:00,80
2021-12-01 16:01:00,79
2021-12-01 16:02:00,80
2021-12-01 16:03:00,82
2021-12-01 16:04:00,82
2021-12-01 16:05:00,81
2021-12-01 16:06:00,81
2021-12-01 16:07:00,82
2021-12-01 16:08:00,82
2021-12-01 16:11:00,81
2021-12-01 16:12:00,80
2021-12-01 16:13:00,81
2021-12-01 16:16:00,69
2021-12-01 16:17:00,60
2021-12-01 16:18:00,56
2021-12-01 16:19:00,57
2021-12-01 16:20:00,56
2021-12-01 16:24:00,55
2021-12-01 16:25:00,57
2021-12-01 16:26:00,58
2021-12-01 16:27:00,60
2021-12-01 16:28:00,61
2021-12-01 16:29:00,63
2021-12-01 16:30:00,67
2021-12-01 16:31:00,69
2021-12-01 16:32:00,71
2021-12-01 16:33:00,74
2021-12-01 16:34:00,75
2021-12-01 16:35:00,77
2021-12-01 16:36:00,78
2021-12-01 16:37:00,79
2021-12-01 16:40:00,80
2021-12-01 16:41:00,81
2021-12-01 16:42:00,82
2021-12-01 16:43:00,83
2021-12-01 16:44:00,84
2021-12-01 16:45:00,85
2021-12-01 16:46:00,84
2021-12-01 16:48:00,83
2021-12-01 16:51:00,82
2021-12-01 16:54:00,81
2021-12-01 16:55:00,55
2021-12-01 16:56:00,43
2021-12-01 16:57:00,39
2021-12-01 16:58:00,34
2021-12-01 16:59:00,32
2021-12-01 17:00:00,30
2021-12-01 17:01:00,26
2021-12-01 17:02:00,22
2021-12-01 17:04:00,21
2021-12-01 17:07:00,20
2021-12-01 17:25:00,19
2021-12-01 17:27:00,18
2021-12-01 17:43:00,17
2021-12-01 18:07:00,16
2021-12-01 18:08:00,15
2021-12-01 18:48:00,14
2021-12-01 18:55:00,13
2021-12-01 18:57:00,12
2021-12-01 19:00:00,8
2021-12-01 19:01:00,0
