Date,nPeople
2021-11-29 13:04:00,1
2021-11-29 13:09:00,2
2021-11-29 13:17:00,3
2021-11-29 13:21:00,3
2021-11-29 13:24:00,4
2021-11-29 13:26:00,4
2021-11-29 13:38:00,4
2021-11-29 14:00:00,5
2021-11-29 14:01:00,6
2021-11-29 14:02:00,7
2021-11-29 14:10:00,6
2021-11-29 14:12:00,7
2021-11-29 14:31:00,8
2021-11-29 14:33:00,9
2021-11-29 14:35:00,10
2021-11-29 14:38:00,11
2021-11-29 14:43:00,10
2021-11-29 14:44:00,12
2021-11-29 14:45:00,14
2021-11-29 14:48:00,16
2021-11-29 14:50:00,19
2021-11-29 14:51:00,23
2021-11-29 14:52:00,24
2021-11-29 14:53:00,27
2021-11-29 14:54:00,28
2021-11-29 14:55:00,29
2021-11-29 14:56:00,35
2021-11-29 14:57:00,44
2021-11-29 14:58:00,47
2021-11-29 14:59:00,56
2021-11-29 15:00:00,62
2021-11-29 15:01:00,68
2021-11-29 15:02:00,71
2021-11-29 15:03:00,75
2021-11-29 15:04:00,77
2021-11-29 15:05:00,80
2021-11-29 15:06:00,83
2021-11-29 15:07:00,82
2021-11-29 15:08:00,84
2021-11-29 15:09:00,87
2021-11-29 15:10:00,88
2021-11-29 15:11:00,90
2021-11-29 15:12:00,91
2021-11-29 15:13:00,93
2021-11-29 15:16:00,94
2021-11-29 15:17:00,96
2021-11-29 15:18:00,99
2021-11-29 15:19:00,101
2021-11-29 15:20:00,105
2021-11-29 15:21:00,106
2021-11-29 15:22:00,107
2021-11-29 15:23:00,107
2021-11-29 15:26:00,106
2021-11-29 15:29:00,108
2021-11-29 15:30:00,110
2021-11-29 15:31:00,110
2021-11-29 15:32:00,110
2021-11-29 15:33:00,109
2021-11-29 15:34:00,110
2021-11-29 15:37:00,111
2021-11-29 15:38:00,110
2021-11-29 15:39:00,110
2021-11-29 15:40:00,111
2021-11-29 15:41:00,111
2021-11-29 15:42:00,113
2021-11-29 15:43:00,112
2021-11-29 15:44:00,114
2021-11-29 15:45:00,115
2021-11-29 15:46:00,116
2021-11-29 15:47:00,117
2021-11-29 15:48:00,118
2021-11-29 15:49:00,118
2021-11-29 15:50:00,119
2021-11-29 15:51:00,120
2021-11-29 15:52:00,119
2021-11-29 15:53:00,119
2021-11-29 15:55:00,120
2021-11-29 15:56:00,120
2021-11-29 15:58:00,123
2021-11-29 15:59:00,122
2021-11-29 16:00:00,124
2021-11-29 16:01:00,123
2021-11-29 16:03:00,124
2021-11-29 16:04:00,124
2021-11-29 16:06:00,125
2021-11-29 16:07:00,124
2021-11-29 16:08:00,123
2021-11-29 16:09:00,125
2021-11-29 16:10:00,126
2021-11-29 16:11:00,128
2021-11-29 16:12:00,130
2021-11-29 16:13:00,131
2021-11-29 16:14:00,130
2021-11-29 16:15:00,131
2021-11-29 16:16:00,131
2021-11-29 16:17:00,131
2021-11-29 16:20:00,133
2021-11-29 16:21:00,134
2021-11-29 16:22:00,133
2021-11-29 16:23:00,134
2021-11-29 16:24:00,135
2021-11-29 16:25:00,132
2021-11-29 16:26:00,133
2021-11-29 16:27:00,133
2021-11-29 16:28:00,134
2021-11-29 16:29:00,132
2021-11-29 16:30:00,133
2021-11-29 16:31:00,131
2021-11-29 16:32:00,132
2021-11-29 16:33:00,133
2021-11-29 16:35:00,133
2021-11-29 16:36:00,135
2021-11-29 16:38:00,135
2021-11-29 16:39:00,135
2021-11-29 16:40:00,136
2021-11-29 16:42:00,137
2021-11-29 16:43:00,138
2021-11-29 16:44:00,136
2021-11-29 16:45:00,139
2021-11-29 16:46:00,139
2021-11-29 16:47:00,140
2021-11-29 16:48:00,143
2021-11-29 16:49:00,143
2021-11-29 16:51:00,141
2021-11-29 16:52:00,139
2021-11-29 16:53:00,138
2021-11-29 16:54:00,139
2021-11-29 16:55:00,140
2021-11-29 16:56:00,140
2021-11-29 16:57:00,141
2021-11-29 16:58:00,139
2021-11-29 17:00:00,137
2021-11-29 17:01:00,135
2021-11-29 17:02:00,136
2021-11-29 17:03:00,137
2021-11-29 17:05:00,135
2021-11-29 17:06:00,69
